title,abstract,publication_year,doi,type,oa_url,concepts,topics,keywords,pdf_url,authorships,cited_by_count
"Antarctic Site Inventory breeding bird survey data, 1994–2013","Abstract This data set represents the accumulation of 19 years of seabird population abundance data collected by the Antarctic Site Inventory, an opportunistic vessel‐based monitoring program surveying the Antarctic Peninsula and associated sub‐Antarctic Islands. This Data Paper, which includes 1124 records from 113 locations for seven species of seabirds (Adélie Penguin [ Pygoscelis adeliae ], Gentoo Penguin [ P. papua ], Chinstrap Penguin [ P. antarctica ], Macaroni Penguin [ Eudyptes chrysolophus ], Blue‐eyed Shag [ Phalacrocorax atriceps ], Kelp Gull [ Larus dominicanus ], and Southern Giant Petrel [ Macronectes giganteus ]), includes data already published by the Antarctic Site Inventory as well as seven years of recent data not previously published. Census data represent a mix of nest and chick counts; each census record includes the location, date, and precision of the census count, along with any auxiliary notes. Included with the database are maps to clarify the location of specific breeding populations that may be new (and thus not previously reported) or ambiguous. This compilation represents the best single source of raw data on the spatiotemporal dynamics of the Pygoscelis penguins in the Antarctic Peninsula region and provides population data on several flying bird species less frequently studied.",2013,https://doi.org/10.1890/13-1108.1,article,https://esajournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1890/13-1108.1,,,,https://esajournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1890/13-1108.1,,25
"Un-crewed aerial vehicle population survey of three sympatrically breeding seabird species at Signy Island, South Orkney Islands","Abstract Surveying seabirds in polar latitudes can be challenging due to sparse human populations, lack of infrastructure and the risk of disturbance to wildlife or damage to habitats. Counting populations using un-crewed aerial vehicles (UAVs) is a promising approach to overcoming these difficulties. However, a careful validation of the approach is needed to ensure comparability with counts collected using conventional methods. Here, we report on surveys of three Antarctic bird species breeding on Signy Island, South Orkney Islands; Chinstrap ( Pygoscelis antarctica ) and Gentoo ( Pygoscelis papua ) Penguins, and the South Georgia Shag ( Leucocarbo atriceps georgianus ). We show that images from low-altitude UAV surveys have sufficient resolution to allow separation of Chinstrap Penguins from contiguously breeding Adélie Penguins ( Pygoscelis adéliae ), which are very similar in appearance when viewed from overhead. We compare data from ground counts with manual counts of nesting birds on images collected simultaneously by low-altitude aerial photography from multi-rotor UAVs at the same colonies. Results at this long-term monitoring site confirmed a continued population decline for Chinstrap Penguins and increasing Gentoo Penguin population. Although both methods provided breeding pair counts that were generally within ~ 5%, there were significant differences at some locations. We examine these differences in order to highlight potential biases or methodological constraints that should be considered when analysing similar aerial census surveys and comparing them with ground counts.",2021,https://doi.org/10.1007/s00300-021-02831-6,article,https://link.springer.com/content/pdf/10.1007/s00300-021-02831-6.pdf,,,,https://link.springer.com/content/pdf/10.1007/s00300-021-02831-6.pdf,,20
Warming effects in the western Antarctic Peninsula ecosystem: the role of population dynamic models for explaining and predicting penguin trends,"Abstract The western Antarctica Peninsula and Scotia Sea ecosystems appear to be driven by complex links between climatic variables, primary productivity, krill and Avian predators. There are several studies reporting statistical relationships between climate, krill and Penguin population size. The Adélie ( Pygoscelis adeliae ), Chinstrap ( P. antarctica ) and Gentoo ( P. papua ) penguins appear to be influenced by interannual variability in sea‐ice extent and krill biomass. In this paper we developed simple conceptual models to decipher the role of climate and krill fluctuations on the population dynamics of these three Pygoscelis penguin species inhabiting the Antarctic Peninsula region. Our results suggest that the relevant processes underlying the population dynamics of these penguin species at King George Island (South Shetland Islands) are intra‐specific competition and the combined effects of krill abundance and sea‐ice cover. Our results using population theoretical models appear to support that climate change, specifically regional warming on the western Antarctic Peninsula, represents a major driver. At our study site, penguins showed species‐specific responses to climate change. While Chinstrap penguins were only influenced by krill abundance, the contrasting population trends of Adélie and Gentoo penguins appear to be better explained by the “sea‐ice hypothesis”. We think that proper population dynamic modeling and theory are essential for deciphering and proposing the ecological mechanisms underlying dynamics of these penguin populations.",2013,https://doi.org/10.1007/s10144-013-0386-1,article,NA,,,,NA,,14
Marine and terrestrial factors affecting Adélie­penguin Pygoscelis adeliae chick growth and recruitment off the western Antarctic Peninsula,"MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsTheme Sections MEPS 436:273-289 (2011) - DOI: https://doi.org/10.3354/meps09242 Marine and terrestrial factors affecting Adélie ­penguin Pygoscelis adeliae chick growth and recruitment off the western Antarctic Peninsula Erik W. Chapman1,4,*, Eileen E. Hofmann1, Donna L. Patterson2, Christine A. Ribic3, William R. Fraser2 1Center for Coastal Physical Oceanography, Old Dominion University, 4111 Monarch Way, Norfolk, Virginia 23529, USA 2Polar Oceans Research Group, PO Box 368, Sheridan, Montana 59749, USA 3US Geological Survey Wisconsin Cooperative Wildlife Research Unit, Dept. Forest and Wildlife Ecology, University of Wisconsin, Madison, Wisconsin 53706, USA 4Present address: New Hampshire Sea Grant, University of New Hampshire Cooperative Extension, 131 Main Street, Durham, New Hampshire 03824, USA *Email: erik.chapman@unh.edu ABSTRACT: An individual-based bioenergetics model that simulates the growth of an Adélie penguin Pygoscelis adeliae chick from hatching to fledging was used to assess marine and terrestrial factors that affect chick growth and fledging mass off the western Antarctic Peninsula. Simulations considered the effects on Adélie penguin fledging mass of (1) modification of chick diet through the addition of Antarctic silverfish Pleuragramma antarcticum to an all-Antarctic krill Euphausia superba diet, (2) reduction of provisioning rate which may occur as a result of an environmental stress such as reduced prey availability, and (3) increased thermoregulatory costs due to wetting of chicks which may result from increased precipitation or snow-melt in colonies. Addition of 17% Antarctic silverfish of Age-Class 3 yr (AC3) to a penguin chick diet composed of Antarctic krill increased chick fledging mass by 5%. Environmental stress that results in >4% reduction in provisioning rate or wetting of just 10% of the chick’s surface area decreased fledging mass enough to reduce the chick’s probability of successful recruitment. The negative effects of reduced provisioning and wetting on chick growth can be compensated for by inclusion of Antarctic silverfish of AC3 and older in the chick diet. Results provide insight into climate-driven processes that influence chick growth and highlight a need for field research designed to investigate factors that determine the availability of AC3 and older Antarctic silverfish to foraging Adélie penguins and the influence of snowfall on chick wetting, thermoregulation and adult provisioning rate. KEY WORDS: Adélie penguin · Climate change · Chick growth · Antarctic Peninsula Full text in pdf format PreviousNextCite this article as: Chapman EW, Hofmann EE, Patterson DL, Ribic CA, Fraser WR (2011) Marine and terrestrial factors affecting Adélie ­penguin Pygoscelis adeliae chick growth and recruitment off the western Antarctic Peninsula. Mar Ecol Prog Ser 436:273-289. https://doi.org/10.3354/meps09242 Export citation RSS - Facebook - Tweet - linkedIn Cited by Published in MEPS Vol. 436. Online publication date: August 31, 2011 Print ISSN: 0171-8630; Online ISSN: 1616-1599 Copyright © 2011 Inter-Research.",2011,https://doi.org/10.3354/meps09242,article,https://www.int-res.com/articles/meps2011/436/m436p273.pdf,,,,https://www.int-res.com/articles/meps2011/436/m436p273.pdf,,59
Trends in Antarctic annual sea ice retreat and advance and their relation to El Niño–Southern Oscillation and Southern Annular Mode variability,"Previous studies have shown strong contrasting trends in annual sea ice duration and in monthly sea ice concentration in two regions of the Southern Ocean: decreases in the western Antarctic Peninsula/southern Bellingshausen Sea (wAP/sBS) region and increases in the western Ross Sea (wRS) region. To better understand the evolution of these regional sea ice trends, we utilize the full temporal (quasi‐daily) resolution of satellite‐derived sea ice data to track spatially the annual ice edge advance and retreat from 1979 to 2004. These newly analyzed data reveal that sea ice is retreating 31 ± 10 days earlier and advancing 54 ± 9 days later in the wAP/sBS region (i.e., total change over 1979–2004), whereas in the wRS region, sea ice is retreating 29 ± 6 days later and advancing 31 ± 6 days earlier. Changes in the wAP/sBS and wRS regions, particularly as observed during sea ice advance, occurred in association with decadal changes in the mean state of the Southern Annular Mode (SAM; negative in the 1980s and positive in the 1990s) and the high‐latitude response to El Niño–Southern Oscillation (ENSO). In general, the high‐latitude ice‐atmosphere response to ENSO was strongest when ‐SAM was coincident with El Niño and when +SAM was coincident with La Niña, particularly in the wAP/sBS region. In total, there were 7 of 11 ‐SAMs between 1980 and 1990 and the 7 of 10 +SAMs between 1991 and 2000 that were associated with consistent decadal sea ice changes in the wAP/sBS and wRS regions, respectively. Elsewhere, ENSO/SAM‐related sea ice changes were not as consistent over time (e.g., western Weddell, Amundsen, and eastern Ross Sea region), or variability in general was high (e.g., central/eastern Weddell and along East Antarctica).",2008,https://doi.org/10.1029/2007jc004269,article,http://www.ldeo.columbia.edu/res/div/ocp/pub/stammerjohn/Stammerjohn2008.pdf,,,,NA,,805
"Long-term population changes of Adelie, chinstrap, and gentoo penguins in the regions of SSSI No.8 and SSSI No.34, King George Island, Antarctica","Population estimates of Adelie, chinstrap, and gentoo penguins were obtained at the SSSI No. 8 during 1990,1992, and between 1994 and 1996, and at the SSSI No. 34 between 1994 and 1996. The most numerous species at both localities were the Adelie penguin popula­ tion, which appears to be fairly stable in the region of SSSI No. 8, oscillating at the level of 17 000 nests. However, in the region SSSI No. 34 the Adelie population decreased. The gentoo penguin population doubled in the region of SSSI No. 34 since 1980, but decreased in the region of SSSI No. 8. Significant decreases in chinstrap nest numbers in both sites were found during the study period. This pattern mirrors the general pattern of the Pygoscelis penguin population changes in the Antarctic Peninsula region. There is increasing concern that tourism and other hu­ man-related activities may negatively impact penguin populations. However, our data are insuf­ ficient to prove that hypothesis.",1999,NA,article,NA,,,,NA,,23
"Pygoscelid penguins breeding distribution and population trends at Lions Rump rookery, King George Island","Abstract Long term changes (46 years) in the abundance of pygoscelid penguins breeding populations and nests distribution in the Lions Rump (King George Island) colony were in− vestigated in three time intervals, according to previously published two censuses and one original study conducted in 2010. At that time a detailed colony map based on the GIS system was made. Results of this study showed different trends for each investigated species. In the last three decades Adélie penguin breeding populations showed strong declining tendencies (69.61%). In contrast, the population of gentoo penguins represents the reverse trend, increasing 171.85% over the same period. Observed changes in both penguin population sizes are reflected in the different spatial and geographic distribution of their nests. The population changes observed at the Lions Rump colony are consistent with the relevant pygoscelid penguin tendencies in the western Antarctic Peninsula region. Breeding penguin population dynamics at Lions Rump area with a minimal disturbance by human activity may well illustrate a natural response of those birds to environmental changes in the Antarctic.",2013,https://doi.org/10.2478/popore-2013-0002,article,https://doi.org/10.2478/popore-2013-0002,,,,NA,,19
"Adélie penguin (Pygoscelis adeliae) survival rates and their relationship to environmental indices in the South Shetland Islands, Antarctica","Seabird life history is typified by low fecundity, high adult survival rates, and relatively long lives. Such traits act as buffers, enabling persistence of populations under variable environmental conditions. Numerous studies, however, have suggested strong sensitivity of seabirds to environmental variability. In the Antarctic Peninsula region, for example, Adélie penguin (Pygoscelis adeliae) populations have declined during the last three decades, attributed largely to rapid changes in environmental conditions and food availability. We use 30 years of mark-recapture data from known-age individuals in the South Shetland Islands and capture-mark-recapture models to estimate survival rates with respect to such environmental variation. We investigated specifically whether negative trends in survival rates were evident and whether indices of global, regional, and local environmental conditions considered important for Adélie penguin survival explained the variability in survival rates. Overall, negative trends in juvenile survival were evident, but adult survival rates exhibited high interannual variability. Indices of sea ice extent had the strongest correlations with survival rates, particularly Weddell Sea ice extent during spring among adults (r = 0.62) and during winter for juveniles (r = 0.46). An analysis of deviance, however, suggested that single environmental covariates explained <30 % of the observed variation in the full mark-recapture models. Despite positive effects of sea ice extent on survival rates of Adélie penguins, limited explanatory power of several environmental conditions previously identified as important for Adélie penguin survival underscores the difficulty of predicting future population responses in this region of rapid environmental change.",2014,https://doi.org/10.1007/s00300-014-1562-2,article,https://link.springer.com/content/pdf/10.1007/s00300-014-1562-2.pdf,,,,https://link.springer.com/content/pdf/10.1007/s00300-014-1562-2.pdf,,29
"Abundance and breeding distribution of seabirds in the northern part of the Danco Coast, Antarctic Peninsula","Seabird abundances and breeding distribution have the potential to serve as ecological indicators. The western Antarctic Peninsula is one of the three sites in the world with the greatest increases in local temperature during the last 50 years. The aim of this study was to monitor the distribution and abundance of breeding populations of seabirds in the northern sector of the Danco Coast, north-west of the Antarctic Peninsula, during the breeding season 2010/11. The birds were the Wilson's storm petrel (Oceanites oceanicus), South Polar skua (Stercorarius maccormicki), kelp gull (Larus dominicanus), Antarctic tern (Sterna vittata), snowy sheathbill (Chionis alba), chinstrap penguin (Pygoscelis antarctica), southern giant petrel (Macronectes giganteus), gentoo penguin (Pygoscelis papua), Cape petrel (Daption capense) and Antarctic shag (Phalacrocorax bransfieldensis). Annual breeding population growth increased in pygoscelids, southern giant petrel and sheathbill, and for the remaining species, breeding population trends were stable. Given that seabird populations can provide valuable information on the conditions of their feeding and nesting environments, this study highlights the need to maintain basics monitoring studies.Keywords: Seabird abundances; breeding distribution; Danco Coast; Antarctic Peninsula(Published: 28 February 2013)Citation: Polar Research 2013, 32, 11133, http://dx.doi.org/10.3402/polar.v32i0.11133",2013,https://doi.org/10.3402/polar.v32i0.11133,article,https://polarresearch.net/index.php/polar/article/download/3120/pdf_1,,,,https://polarresearch.net/index.php/polar/article/download/3120/pdf_1,,15
"Populations of breeding birds in Byers Peninsula, Livingston Island, South Shetland Islands","Abstract Data about breeding populations of birds in the Antarctica are rare and fragmented. Thus, information about the status of the breeding populations of Antarctic birds is crucial given the current scenario of climate change, which is particularly acute in Antarctica. This paper presents new information about the populations of the Antarctic tern Sterna vittata , the kelp gull Larus dominicanus , the southern giant petrel Macronectes giganteus , the Antarctic skua Catharacta antarctica lonnbergi , the chinstrap penguin Pygoscelis antarctica and the gentoo penguin Pygoscelis papua on Byers Peninsula (Livingston Island, South Shetland Islands). We used line transects counts to estimate both densities and numbers of nests of the different species. We estimate that there are 398.96 birds km -2 of southern giant petrels (2793 individuals), 62.4 birds km -2 of Antarctic tern (3746 individuals) and 269.1 birds km -2 of kelp gull (1884 individuals). Furthermore, we found 15 nests of Antarctic skua in 25 km 2 , from which we can estimate that 60–91 birds must breed on Byers Peninsula. We also censused two colonies of gentoo penguins (3000 and 1200 pairs) and 50 pairs of chinstrap. Compared to previous estimates, gentoo penguins seem to have increased whereas chinstrap penguin have decreased. Finally, the populations of Antarctic tern, southern giant petrel and kelp gull have stabilized or slightly increased.",2013,https://doi.org/10.1017/s0954102012000752,article,https://doi.org/10.1017/s0954102012000752,,,,NA,,8
Using habitat models for chinstrap penguins <i>Pygoscelis antarctica</i> to advise krill fisheries management during the penguin breeding season,"Abstract Aim To predict the at‐sea distribution of chinstrap penguins across the South Orkney Islands and to quantify the overlap with the Southern Ocean krill fishery. Location South Orkney Islands, Antarctica. Methods Penguins from four colonies across the South Orkney Islands were tracked using global positioning systems ( GPS s) and time depth recorders ( TDR s). Relationships between a variety of environmental and geometric variables and the at‐sea distribution of penguins were investigated using general additive models for the three main phases of the breeding season. Subsequently, the final models were extrapolated across the South Orkney archipelago to predict the at‐sea distribution of penguins from colonies where no tracking data are available. Finally, the overlap between areas used by chinstrap penguins and the krill fishery was quantified. Results The foraging distribution of chinstrap penguins can be predicted using two simple and static variables: the distance from the colony and the direction of travel towards the shelf‐edge, while avoiding high densities of Pygoscelis penguins from other colonies. Additionally, we find that the chinstrap penguins breeding on the South Orkney Islands use areas which overlap with frequently used krill fishing areas and that this overlap is most prominent during the brood and crèche phases of the breeding season. Main conclusions This is the first step in understanding the potential impacts of the krill fishery, for all colonies including those where no empirical tracking data are available. However, with the available data, it is not currently possible to infer an impact of the krill fisheries on penguins. With this in mind, we recommend the implementation of monitoring schemes to investigate the effects of prey depletion on predator populations and to ensure that management continues to follow a precautionary approach and is addressed at spatial and temporal scales relevant to ecosystem operation.",2018,https://doi.org/10.1111/ddi.12817,article,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ddi.12817,,,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ddi.12817,,52
Are the diets of sympatric Pygoscelid penguins more similar than previously thought?,"Abstract In recent years, functional changes in Southern Ocean are becoming more noticeable, due to climate change and increasing human impacts, including a growing fishery that is concentrating in the Antarctic Peninsula (AP) region. Antarctic krill Euphausia superba is often the primary prey species for animals such as Pygoscelis penguins, a sentinel species for ecosystem monitoring and management. During the last two decades in the AP gentoo penguin numbers ( Pygoscelis papua ) have increased and their range has shifted southward, in contrast to the decline in numbers of Adélie ( P. adeliae ) and chinstrap ( P. antarcticus ) penguins. Given divergent population trends, the goal of this study was to examine differences in their diet, and size structure of Antarctic krill recovered from penguin diet samples. The study is based on diet samples collected during the austral summers on King George Island (South Shetland Islands) where P. adeliae , P. antarcticus , and P. papua breed in mixed colonies. Results indicate that the penguins consumed krill of similar sizes during the breeding period. In contrast to prior diet studies, we found higher proportions of krill in the gentoo diet and changes in the percentage of krill in the diet relative obtained during 1970s. The similarity in diets among all three species suggests that the availability prey items (e. g., fishes) may be changing and driving higher dietary overlap. Moreover, we also check differences in krill length among penguin individuals and we did not find any statistically significant differences. We also found plastic debris in penguin stomachs during both summers.",2022,https://doi.org/10.1007/s00300-022-03090-9,article,https://link.springer.com/content/pdf/10.1007/s00300-022-03090-9.pdf,,,,https://link.springer.com/content/pdf/10.1007/s00300-022-03090-9.pdf,,9
